id,target
2353,1
9926,0
3313,0
2002,0
3562,0
1931,0
1096,0
6177,1
8052,0
4016,1
9630,0
7791,1
7492,0
9856,0
9478,1
3782,0
2199,1
8964,1
5948,1
9668,0
5053,0
6194,1
6437,0
2472,0
7629,0
8255,0
10639,0
1839,0
5205,1
4822,0
5429,0
3024,1
1695,1
186,0
8991,0
3215,0
5401,0
10400,0
4947,0
792,0
4941,0
8894,0
8249,1
2166,1
4532,0
9891,0
7298,1
9997,0
3434,0
3620,0
1717,1
5607,0
8076,0
5787,1
1947,1
4331,1
2503,0
847,1
2448,0
3128,1
7028,0
3143,1
8417,1
5123,1
2581,0
4347,1
3223,0
326,0
7618,0
5773,1
2790,0
7928,1
6287,1
4228,0
2923,0
234,1
6139,0
4414,0
3942,1
8919,0
3999,1
2052,0
7304,1
1095,0
4071,1
10438,1
6842,0
2143,0
8707,0
5318,0
5542,0
3416,1
2669,0
5253,0
5070,1
9587,1
148,0
4310,0
7575,1
6476,1
1116,0
8889,0
5369,1
6143,1
3479,1
967,0
4254,1
9721,1
5470,0
2261,0
937,0
7033,1
1490,0
10480,1
3783,1
918,1
9601,0
9852,1
357,0
1216,0
10463,0
8046,0
1150,0
8145,1
6475,0
1311,0
3386,0
8059,0
2477,0
2228,1
6368,1
2613,0
2665,0
9767,0
9623,1
7524,1
7153,0
10762,1
9204,1
6941,0
1667,1
10670,0
2259,0
188,0
8937,0
9379,0
1053,0
629,0
8027,0
7441,0
6836,0
3847,1
7094,0
927,1
5623,0
10713,0
1876,0
8811,0
7388,0
1306,0
6025,1
3863,0
6046,0
4653,1
87,0
8725,0
9392,1
2197,1
6249,0
1551,0
8438,1
1111,0
4386,1
5214,0
9532,1
9076,1
9462,0
6934,0
2742,0
10227,0
5718,1
7083,0
9304,0
2226,1
9147,1
5946,0
8813,0
7420,0
8982,0
3349,0
5970,0
9633,1
2876,0
4110,1
9170,1
1801,1
5414,1
10240,1
757,0
10460,1
2903,0
8114,0
6812,0
2583,1
2562,1
7673,0
4727,0
8629,0
1469,0
5583,0
2751,0
5021,0
707,1
10618,1
9326,0
206,1
8988,0
5434,1
4930,0
6158,0
9050,1
6993,1
4031,1
9740,1
7819,0
94,0
6825,0
2403,0
4721,0
9879,0
3649,0
6021,0
8104,1
7506,1
3872,0
7333,0
4792,1
862,1
7967,0
1635,1
3306,0
4302,0
3808,0
10162,1
7432,0
5984,1
7892,0
4315,1
7062,0
7233,0
9781,0
10053,0
1194,0
8632,0
9381,0
4640,0
2085,0
411,0
7022,0
1257,0
3733,1
8492,0
2681,0
3325,0
8157,1
8748,0
9,1
10386,0
7143,0
1014,0
2620,0
10806,0
8075,0
4662,0
4552,1
7811,0
2184,0
8764,0
8719,0
8904,0
510,0
1377,0
3563,0
508,0
9981,0
7368,1
541,0
2985,0
9063,0
1970,1
3559,0
6816,0
1714,1
10170,1
10007,1
9751,1
769,0
6286,1
3272,0
1850,0
10062,1
0,1
7921,1
5020,0
7782,0
596,1
10167,0
7276,1
2823,0
6997,0
2837,0
6204,0
2549,0
8041,0
10216,0
9792,0
3939,0
1958,0
3069,0
5058,0
6899,1
3605,1
45,0
3358,0
10697,0
3456,1
7376,0
733,1
3553,0
9122,1
3293,0
1158,0
4581,1
8359,0
9032,0
1003,0
8834,0
4960,1
9152,1
6595,0
10155,0
1392,0
325,0
7947,0
8467,0
4130,1
8178,1
6557,0
5931,0
10634,1
7710,0
1764,1
8398,1
7975,0
4400,0
6221,1
2845,1
10538,0
5093,0
308,0
4871,0
5066,1
3854,0
1868,0
250,1
4475,0
3081,0
10507,1
1713,1
9049,1
879,1
3974,0
9845,0
3880,0
10509,1
7658,0
2630,0
5161,0
10211,0
4483,0
5457,1
693,1
2224,1
7349,1
106,1
3149,1
6225,1
8331,0
458,0
7796,0
4056,1
10277,0
3202,0
3290,0
8605,1
6377,1
8807,0
10512,1
3688,0
1828,0
3965,0
602,0
5649,0
587,1
3844,0
9573,0
408,0
670,1
5424,1
7045,0
3890,0
4651,0
